,Class i,Class j,Statistic,P-value(rounded),P-value(exp)
3692,49.0,67.0,13.965798236899657,0.0,1.1020226910947981e-40
3693,49.0,68.0,14.129027493616688,0.0,1.6142886287231623e-41
3694,49.0,69.0,11.06634212886058,0.0,3.660360246265854e-27
3695,49.0,70.0,10.46339156851567,0.0,1.5630612313636039e-24
3696,49.0,71.0,9.043419792443133,0.0,6.281283994646235e-19
3697,49.0,72.0,-5.887894614101508,0.0,4.961979585778797e-09
3698,49.0,73.0,5.149096071333633,0.0,2.967004177902487e-07
3699,49.0,74.0,12.037594471983764,0.0,2.14783408189273e-31
3700,49.0,75.0,-3.547011179352996,0.0004,0.0004004031937989637
3701,49.0,76.0,6.590470142400711,0.0,6.264276896800908e-11
3702,49.0,77.0,5.298144151704379,0.0,1.3385061077710774e-07
3703,49.0,78.0,13.39404753921433,0.0,8.054218993579157e-38
3704,49.0,79.0,13.68267532241864,0.0,2.8792600146477375e-39
3705,49.0,80.0,11.90403326087195,0.0,8.54116422106203e-31
3706,49.0,81.0,13.379803828041398,0.0,9.489417072030867e-38
3707,49.0,82.0,12.628396225556076,0.0,3.652022189697637e-34
3708,49.0,83.0,13.488496433825494,0.0,2.6193778222780996e-38
3709,49.0,84.0,13.110355348201804,0.0,1.9946604929351418e-36
3710,49.0,85.0,11.67128416593644,0.0,9.354308173761235e-30
3711,49.0,86.0,14.241300051546629,0.0,4.188407021688858e-42
3712,49.0,87.0,14.422226290155004,0.0,4.568732833880699e-43
3713,49.0,88.0,13.58574454314407,0.0,8.685398416587568e-39
3714,49.0,89.0,11.685641932044877,0.0,8.205438070858443e-30
3715,49.0,90.0,10.94016705733442,0.0,1.4817767972425168e-26
3716,49.0,91.0,13.735732590760255,0.0,1.5348626030539068e-39
3717,49.0,92.0,13.495173703010364,0.0,2.387394503548281e-38
3718,49.0,93.0,0.9314621066505246,0.35173,0.35172959418482963
3719,49.0,94.0,12.774266141410312,0.0,6.35637687460077e-35
3720,49.0,95.0,11.675487366063829,0.0,8.289759120747014e-30
3721,49.0,96.0,-3.445448635268545,0.000585,0.0005851945383980047
3722,49.0,97.0,13.796563525515497,0.0,7.600447152251898e-40
3723,49.0,98.0,14.339332170619144,0.0,1.2696393922391911e-42
3724,49.0,99.0,12.4008051447195,0.0,4.189526466375621e-33
3725,50.0,51.0,1.33859286907533,0.180909,0.1809086867399549
3726,50.0,52.0,-4.610114106930352,4e-06,4.394469452153208e-06
3727,50.0,53.0,0.8275144976145532,0.408068,0.40806795810759544
3728,50.0,54.0,12.652423783964167,0.0,1.6531347021119517e-34
3729,50.0,55.0,3.8427621596136534,0.000127,0.00012702497549977094
3730,50.0,56.0,5.812171365537697,0.0,7.670870122752142e-09
3731,50.0,57.0,5.665490946931473,0.0,1.7992108181744013e-08
3732,50.0,58.0,-6.694181180083917,0.0,3.3096941949398725e-11
3733,50.0,59.0,5.895473887393957,0.0,4.675696664254914e-09
3734,50.0,60.0,10.109628593778801,0.0,3.299076633141699e-23
3735,50.0,61.0,9.75148406317341,0.0,7.675057654180842e-22
3736,50.0,62.0,7.717334682080955,0.0,2.3223958744091438e-14
3737,50.0,63.0,11.418708644664475,0.0,9.55185434725352e-29
3738,50.0,64.0,16.53310159290733,0.0,8.657001535662693e-55
3739,50.0,65.0,7.832498250649797,0.0,8.487198236989926e-15
3740,50.0,66.0,15.351069697545617,0.0,1.367389794393922e-48
3741,50.0,67.0,16.02047798581053,0.0,5.467724215643648e-52
3742,50.0,68.0,16.62978588517335,0.0,2.1193147418228852e-55
3743,50.0,69.0,5.361749185636073,0.0,9.374530021072594e-08
3744,50.0,70.0,3.8286246602934253,0.000134,0.00013386454599140178
3745,50.0,71.0,0.06513589677658002,0.948074,0.9480736572705237
3746,50.0,72.0,-10.36479668549675,0.0,5.690760807458585e-24
3747,50.0,73.0,-6.083925730347418,0.0,1.5182808668229233e-09
3748,50.0,74.0,8.634465975592985,0.0,1.4807758147973766e-17
3749,50.0,75.0,-10.510677842569653,0.0,1.4028314330199365e-24
3750,50.0,76.0,-4.244020240258859,2.3e-05,2.338547852287145e-05
3751,50.0,77.0,-5.342160245768099,0.0,1.0803562116662817e-07
3752,50.0,78.0,13.828101999351897,0.0,2.3650089303260277e-40
3753,50.0,79.0,14.8116479308859,0.0,1.4618542057231392e-45
3754,50.0,80.0,8.129230692356087,0.0,8.747620329643192e-16
3755,50.0,81.0,13.78352527159712,0.0,4.032774942054258e-40
3756,50.0,82.0,10.571998233965754,0.0,3.2594227347942228e-25
3757,50.0,83.0,13.979223453390572,0.0,2.868866815385945e-41
3758,50.0,84.0,12.788102346539619,0.0,3.618200693524468e-35
3759,50.0,85.0,7.320714026447704,0.0,3.877036139905726e-13
3760,50.0,86.0,16.95453450843648,0.0,2.243203709611701e-57
3761,50.0,87.0,17.35317550865188,0.0,4.85036658608114e-60
3762,50.0,88.0,14.390979799965601,0.0,2.2229093328092318e-43
3763,50.0,89.0,7.40136806463881,0.0,2.1717966692502555e-13
3764,50.0,90.0,5.123338008629619,0.0,3.3430148836195006e-07
3765,50.0,91.0,14.940476300569854,0.0,2.6017421643436983e-46
3766,50.0,92.0,13.934018727704789,0.0,4.4102710497192775e-41
3767,50.0,93.0,-7.501081513243217,0.0,1.3050217597693188e-13
3768,50.0,94.0,10.628958960100356,0.0,1.5512638779321416e-25
3769,50.0,95.0,7.189836044071731,0.0,9.787081848731752e-13
3770,50.0,96.0,-9.385942293703279,0.0,3.980671641390104e-20
3771,50.0,97.0,15.180679755352925,0.0,1.362671962008697e-47
3772,50.0,98.0,17.191494672004573,0.0,6.577952313503845e-59
3773,50.0,99.0,9.692726006370833,0.0,1.3442920095946065e-21
3774,51.0,52.0,-6.312830637464024,0.0,3.6302462084856836e-10
3775,51.0,53.0,-0.4779820561382822,0.632725,0.632725061091669
3776,51.0,54.0,11.912864000472661,0.0,3.562825814645864e-31
3777,51.0,55.0,2.5781057714300952,0.010027,0.010026931503837263
3778,51.0,56.0,4.625631810694156,4e-06,4.053988475827134e-06
3779,51.0,57.0,4.447212091098809,9e-06,9.351291106604878e-06
3780,51.0,58.0,-8.234767906689044,0.0,4.776190675874351e-16
3781,51.0,59.0,4.769919356095836,2e-06,2.024970690891308e-06
3782,51.0,60.0,9.196273479941226,0.0,1.1985510881055653e-19
3783,51.0,61.0,8.8427681585968,0.0,2.3055095960207123e-18
3784,51.0,62.0,6.641878314498146,0.0,4.331986040072991e-11
3785,51.0,63.0,10.587321719693506,0.0,3.1605519985596664e-25
3786,51.0,64.0,16.11783109003284,0.0,5.010762863562672e-53
3787,51.0,65.0,6.857030069765186,0.0,9.712782774829812e-12
3788,51.0,66.0,14.816000173684996,0.0,4.582042055758811e-46
3789,51.0,67.0,15.557402673155044,0.0,6.360696549098002e-50
3790,51.0,68.0,16.21916268329117,0.0,1.1604060403287695e-53
3791,51.0,69.0,4.384563475380472,1.2e-05,1.2338317413291099e-05
3792,51.0,70.0,2.721796639799297,0.006563,0.0065628790873291445
3793,51.0,71.0,-1.1868691133911642,0.235447,0.23544694241937328
3794,51.0,72.0,-10.577919224387431,0.0,7.583758495222363e-25
3795,51.0,73.0,-7.01355637979745,0.0,3.708654684748412e-12
3796,51.0,74.0,7.653061881335056,0.0,3.315125678151394e-14
3797,51.0,75.0,-10.857093582758106,0.0,5.0840397405227285e-26
3798,51.0,76.0,-5.285260534035434,0.0,1.4622393093322552e-07
3799,51.0,77.0,-6.203306147673282,0.0,7.47350071558033e-10
3800,51.0,78.0,13.179969383524645,0.0,2.477050299539879e-37
3801,51.0,79.0,14.239012617595838,0.0,7.268306158525302e-43
3802,51.0,80.0,7.132934430387572,0.0,1.4523039250615226e-12
3803,51.0,81.0,13.132126984734025,0.0,4.334557686272248e-37
3804,51.0,82.0,9.697824726138595,0.0,1.1932559695629247e-21
3805,51.0,83.0,13.336158173530084,0.0,3.155236363128465e-38
3806,51.0,84.0,12.058795980160975,0.0,7.304861266481693e-32
3807,51.0,85.0,6.304095207693376,0.0,3.674096923819447e-10
3808,51.0,86.0,16.56511487149572,0.0,9.072938610143997e-56
3809,51.0,87.0,16.97796906903456,0.0,1.6707289093136814e-58
3810,51.0,88.0,13.781986660105046,0.0,1.6963647598944844e-40
3811,51.0,89.0,6.380555851890144,0.0,2.2644644785033945e-10
3812,51.0,90.0,4.0582468024349385,5.2e-05,5.160409271448241e-05
3813,51.0,91.0,14.375046057031234,0.0,1.2276594053870905e-43
3814,51.0,92.0,13.285275855307765,0.0,5.290921342337626e-38
3815,51.0,93.0,-7.984333894755822,0.0,3.611496248838032e-15
3816,51.0,94.0,9.777072408293709,0.0,5.256901048271523e-22
3817,51.0,95.0,6.199997794048796,0.0,7.051450243064236e-10
3818,51.0,96.0,-9.679692439341425,0.0,3.0118009339936063e-21
3819,51.0,97.0,14.63536834910169,0.0,5.036677462598332e-45
3820,51.0,98.0,16.81305017770701,0.0,2.3073965957764337e-57
3821,51.0,99.0,8.77704018346299,0.0,4.067279783205409e-18
3822,52.0,53.0,5.523030250770973,0.0,3.8883760199174784e-08
3823,52.0,54.0,20.003022119770133,0.0,2.4955577726393003e-77
3824,52.0,55.0,9.356211395502745,0.0,3.0833595569711634e-20
3825,52.0,56.0,11.813113015916556,0.0,9.072772134384877e-31
3826,52.0,57.0,11.83551633832168,0.0,7.712021317307357e-31
3827,52.0,58.0,-2.8037392529696556,0.005141,0.005140662918826489
3828,52.0,59.0,11.451106752306469,0.0,4.567948286852741e-29
3829,52.0,60.0,16.642612556887606,0.0,7.037623085399311e-57
3830,52.0,61.0,15.658568669283968,0.0,1.7659264470082886e-51
3831,52.0,62.0,14.054760300175658,0.0,4.91541887606714e-42
3832,52.0,63.0,18.560893285524703,0.0,3.760654954076387e-68
3833,52.0,64.0,24.813212736536546,0.0,4.651680214340997e-108
3834,52.0,65.0,13.122349776732415,0.0,1.723143559448172e-37
3835,52.0,66.0,23.06941099504135,0.0,5.6238207038051314e-98
3836,52.0,67.0,24.146935780045613,0.0,5.98324715671022e-104
3837,52.0,68.0,24.879827542274064,0.0,9.479590776245578e-109
3838,52.0,69.0,9.6893099587554,0.0,1.292227915224712e-21
3839,52.0,70.0,8.452003551376649,0.0,6.622727339513523e-17
3840,52.0,71.0,4.378114812120317,1.3e-05,1.2752402097705046e-05
3841,52.0,72.0,-9.703012830883297,0.0,2.5366635655870707e-21
3842,52.0,73.0,-3.4683334193527378,0.000541,0.0005411712243453209
3843,52.0,74.0,14.572312952416977,0.0,3.581560605705927e-45
3844,52.0,75.0,-9.483556172163231,0.0,1.786778454606966e-20
3845,52.0,76.0,-1.196205758134646,0.231835,0.231834706595823
3846,52.0,77.0,-2.8455574554629584,0.004507,0.004506845874842049
3847,52.0,78.0,21.424451057703514,0.0,1.789631089198051e-86
3848,52.0,79.0,22.53350538342958,0.0,5.39740163281001e-94
3849,52.0,80.0,13.841325756161623,0.0,3.2607361904882307e-41
3850,52.0,81.0,21.37868971343314,0.0,3.6575283824772075e-86
3851,52.0,82.0,16.874019443361327,0.0,1.2626756786850964e-58
3852,52.0,83.0,21.40629973222678,0.0,6.155891299976514e-87
3853,52.0,84.0,20.16146886131162,0.0,2.353856818256629e-78
3854,52.0,85.0,12.720281909463637,0.0,2.116122177203323e-35
3855,52.0,86.0,25.18187990398864,0.0,3.1274755128404643e-111
3856,52.0,87.0,25.41553654315399,0.0,4.544753138762627e-114
3857,52.0,88.0,21.960995597103757,0.0,2.0141214651948162e-90
3858,52.0,89.0,12.889114611130202,0.0,2.997539281075522e-36
3859,52.0,90.0,9.921468574137744,0.0,1.4009170597125198e-22
3860,52.0,91.0,22.623715250619714,0.0,7.981850091845752e-95
3861,52.0,92.0,21.281683497202945,0.0,2.609927261088742e-86
3862,52.0,93.0,-6.065572747780038,0.0,1.824801837706564e-09
3863,52.0,94.0,16.444280279466792,0.0,2.7887184869513494e-56
3864,52.0,95.0,12.276178909182134,0.0,3.425580894213128e-33
3865,52.0,96.0,-8.490022576249192,0.0,7.383858584141915e-17
3866,52.0,97.0,22.929400867835874,0.0,9.12301421981491e-97
3867,52.0,98.0,25.35015100590095,0.0,5.85819321963323e-113
3868,52.0,99.0,15.661177184826345,0.0,1.8328515130822157e-51
3869,53.0,54.0,11.723616341544723,0.0,2.1477659497658304e-30
3870,53.0,55.0,2.9514192149408514,0.003208,0.0032076372365763676
3871,53.0,56.0,4.896422698533651,1e-06,1.0730094488206251e-06
3872,53.0,57.0,4.7281587544922035,2e-06,2.4663522387809957e-06
3873,53.0,58.0,-7.503038379265757,0.0,1.158818971821503e-13
3874,53.0,59.0,5.032560462990986,1e-06,5.383577490431938e-07
3875,53.0,60.0,9.210367999209227,0.0,9.771755667932274e-20
3876,53.0,61.0,8.907691577416006,0.0,1.2445746405576634e-18
3877,53.0,62.0,6.798045946651829,0.0,1.4924423216191087e-11
3878,53.0,63.0,10.486701832482401,0.0,7.273613461234923e-25
3879,53.0,64.0,15.600149889802838,0.0,1.8935004099578984e-50
3880,53.0,65.0,7.02860903203481,0.0,2.9081415309936056e-12
3881,53.0,66.0,14.437347414420008,0.0,3.214736362025259e-44
3882,53.0,67.0,15.089419401859846,0.0,1.2714969866352303e-47
3883,53.0,68.0,15.700261526927042,0.0,4.6265924479846736e-51
3884,53.0,69.0,4.64761792588424,4e-06,3.599300426217919e-06
3885,53.0,70.0,3.0551087716646728,0.002284,0.00228396980727593
3886,53.0,71.0,-0.7140996269936342,0.475258,0.4752575253757658
3887,53.0,72.0,-10.495852221269578,0.0,1.6437280579224574e-24
3888,53.0,73.0,-6.614782072635167,0.0,5.299516893814892e-11
3889,53.0,74.0,7.771155509192144,0.0,1.3091173037713683e-14
3890,53.0,75.0,-10.7178764498048,0.0,1.9157939859542018e-25
3891,53.0,76.0,-4.847567126271226,1e-06,1.3850062537861501e-06
3892,53.0,77.0,-5.843063261164647,0.0,6.4363600259660145e-09
3893,53.0,78.0,12.899368138020492,0.0,4.4537154806908536e-36
3894,53.0,79.0,13.889329075329638,0.0,3.2726280786338607e-41
3895,53.0,80.0,7.282423280804178,0.0,4.872490348979172e-13
3896,53.0,81.0,12.854166836173253,0.0,7.528753004095354e-36
3897,53.0,82.0,9.701525608149405,0.0,1.0573754646250179e-21
3898,53.0,83.0,13.065538406024373,0.0,5.363209262239525e-37
3899,53.0,84.0,11.859694815615473,0.0,4.938296974901272e-31
3900,53.0,85.0,6.497177350241215,0.0,1.0495932481262163e-10
3901,53.0,86.0,16.031476584020535,0.0,4.762338077258766e-53
3902,53.0,87.0,16.446628350479617,0.0,1.0279710014746266e-55
3903,53.0,88.0,13.4730683735249,0.0,4.60851937841879e-39
3904,53.0,89.0,6.568902251722658,0.0,6.580237157363895e-11
3905,53.0,90.0,4.343495476438274,1.5e-05,1.4765467749004326e-05
3906,53.0,91.0,14.022913403320889,0.0,5.887986271614591e-42
3907,53.0,92.0,13.0256546783337,0.0,8.00934295209081e-37
3908,53.0,93.0,-7.7895552049964945,0.0,1.5546874456038087e-14
3909,53.0,94.0,9.806556210641658,0.0,3.6639052279879886e-22
3910,53.0,95.0,6.401215092969598,0.0,1.948213438760232e-10
3911,53.0,96.0,-9.5645679205921,0.0,8.279429619774232e-21
3912,53.0,97.0,14.262200946471692,0.0,3.161106793906123e-43
3913,53.0,98.0,16.276399386144845,0.0,1.3829460014473437e-54
3914,53.0,99.0,8.84189444642136,0.0,2.2081635423282112e-18
3915,54.0,55.0,-9.778757851189964,0.0,6.468448568168456e-22
3916,54.0,56.0,-8.071829543695268,0.0,1.3275861533040158e-15
3917,54.0,57.0,-8.800991454451516,0.0,3.1758621156465263e-18
3918,54.0,58.0,-19.63306138376735,0.0,4.427693241624156e-71
3919,54.0,59.0,-6.7316006618225845,0.0,2.519029100538724e-11
3920,54.0,60.0,-2.5281506121331763,0.011555,0.011554718773184423
3921,54.0,61.0,-1.822005875698104,0.068631,0.06863118691365311
3922,54.0,62.0,-5.882532567986689,0.0,4.8376415413507505e-09
3923,54.0,63.0,-1.6306915896544787,0.103128,0.10312772832871953
3924,54.0,64.0,5.016763286135243,1e-06,5.778808712814225e-07
3925,54.0,65.0,-3.2835051347929536,0.001048,0.0010476526091952943
3926,54.0,66.0,3.769746441840001,0.000169,0.00016859858381584517
3927,54.0,67.0,4.355836728684786,1.4e-05,1.4004603982503461e-05
3928,54.0,68.0,5.203928218290278,0.0,2.1763226042891606e-07
3929,54.0,69.0,-4.420372147503893,1.1e-05,1.063106061466174e-05
3930,54.0,70.0,-7.222670298035958,0.0,8.634273387437296e-13
3931,54.0,71.0,-11.523763172215785,0.0,2.100341927876871e-29
3932,54.0,72.0,-12.040835544009143,0.0,3.1313160845830695e-31
3933,54.0,73.0,-13.50976186367723,0.0,1.3116737331571653e-38
3934,54.0,74.0,-3.5324987825350807,0.000423,0.0004225614650660594
3935,54.0,75.0,-13.203545350774817,0.0,1.0807490222721459e-36
3936,54.0,76.0,-12.819625099765004,0.0,3.732182365829903e-35
3937,54.0,77.0,-12.247681728005594,0.0,2.1611389712239845e-32
3938,54.0,78.0,1.510497846755347,0.131089,0.13108914670771896
3939,54.0,79.0,2.9115577272374713,0.00364,0.0036399368802342374
3940,54.0,80.0,-3.785586884592062,0.000159,0.00015880424743304502
3941,54.0,81.0,1.4403809904538498,0.14993,0.14993010110122615
3942,54.0,82.0,-1.3714007319059809,0.170426,0.17042556859163988
3943,54.0,83.0,1.997482270723339,0.045921,0.0459211184431077
3944,54.0,84.0,0.18132654575165108,0.856131,0.8561312856938627
3945,54.0,85.0,-4.254246180398379,2.2e-05,2.2195324485439522e-05
3946,54.0,86.0,5.746347181996231,0.0,1.0685380014146362e-08
3947,54.0,87.0,6.529505276499557,0.0,8.532797352590337e-11
3948,54.0,88.0,2.447241786456954,0.014489,0.014489223230895286
3949,54.0,89.0,-4.340390743153704,1.5e-05,1.5103353315884297e-05
3950,54.0,90.0,-5.895274584861849,0.0,4.606360500314476e-09
3951,54.0,91.0,3.1663269300170773,0.001569,0.0015692283113856963
3952,54.0,92.0,2.0404010438407787,0.041454,0.041454134229525076
3953,54.0,93.0,-11.286905315242338,0.0,6.49051892754753e-28
3954,54.0,94.0,-0.3886278850583848,0.697602,0.6976017234441682
3955,54.0,95.0,-3.727852912218255,0.0002,0.00020034416577838273
3956,54.0,96.0,-11.687398887370641,0.0,1.2237013347455944e-29
3957,54.0,97.0,3.4633119939412307,0.000546,0.0005459737634836099
3958,54.0,98.0,6.18720076959616,0.0,7.555602874054569e-10
3959,54.0,99.0,-2.0291426336948657,0.042599,0.04259919257857236
3960,55.0,56.0,2.0669895601118164,0.038897,0.0388974114746848
3961,55.0,57.0,1.8064812866414721,0.071034,0.07103418942182203
3962,55.0,58.0,-10.882359459098353,0.0,3.080486629876247e-26
3963,55.0,59.0,2.3893857749940945,0.017002,0.017002323684339137
3964,55.0,60.0,6.946046366538485,0.0,5.450816532783989e-12
3965,55.0,61.0,6.713015317523308,0.0,2.5742276533351656e-11
3966,55.0,62.0,4.185078447575087,3e-05,3.0075622130106426e-05
3967,55.0,63.0,8.350697550473166,0.0,1.5444617431152855e-16
3968,55.0,64.0,14.323668030548216,0.0,2.667054743487486e-43
3969,55.0,65.0,4.743774836135978,2e-06,2.267959282294708e-06
3970,55.0,66.0,12.928293679411329,0.0,3.02630787643154e-36
3971,55.0,67.0,13.714419676372785,0.0,4.0160754058339584e-40
3972,55.0,68.0,14.436421747801838,0.0,6.093316169497447e-44
3973,55.0,69.0,2.444429046846414,0.014615,0.014614770034979345
3974,55.0,70.0,0.5463028746000246,0.584937,0.5849367162797846
3975,55.0,71.0,-3.507996345160832,0.000464,0.00046383159165207396
3976,55.0,72.0,-10.938456015638193,0.0,2.3185980330748464e-26
3977,55.0,73.0,-8.586238421761854,0.0,2.6470820887946074e-17
3978,55.0,74.0,5.411664844285553,0.0,7.123033177657567e-08
3979,55.0,75.0,-11.437097065039223,0.0,1.6207320687501596e-28
3980,55.0,76.0,-7.08088601030157,0.0,2.3681357285891133e-12
3981,55.0,77.0,-7.666816009526369,0.0,3.619312072458991e-14
3982,55.0,78.0,11.142440270360906,0.0,1.0650570358033091e-27
3983,55.0,79.0,12.294579042919423,0.0,4.457246946871012e-33
3984,55.0,80.0,4.911691888471104,1e-06,9.880625546985678e-07
3985,55.0,81.0,11.089872086809489,0.0,1.829203317616124e-27
3986,55.0,82.0,7.547323575669928,0.0,7.22505000138618e-14
3987,55.0,83.0,11.334135300681378,0.0,1.3029188888074726e-28
3988,55.0,84.0,9.936273447215257,0.0,1.4909860468483866e-22
3989,55.0,85.0,4.111573448961061,4.1e-05,4.11322031342426e-05
3990,55.0,86.0,14.81744850454866,0.0,4.347766512960757e-46
3991,55.0,87.0,15.27558515004881,0.0,7.7129089907432e-49
3992,55.0,88.0,11.807543613659268,0.0,8.828137587034125e-31
3993,55.0,89.0,4.165542598130514,3.3e-05,3.258429353111349e-05
3994,55.0,90.0,1.9088603794099326,0.056446,0.05644580065678017
3995,55.0,91.0,12.447561409316826,0.0,7.624951651946206e-34
3996,55.0,92.0,11.287882403091489,0.0,2.032310385570083e-28
3997,55.0,93.0,-8.797047438990674,0.0,5.644961200962747e-18
3998,55.0,94.0,7.745785658166961,0.0,1.599505644565675e-14
3999,55.0,95.0,4.103694752866503,4.3e-05,4.2591025718903474e-05
4000,55.0,96.0,-10.174830599457573,0.0,3.3413562459654225e-23
4001,55.0,97.0,12.727579196325582,0.0,3.279633254555752e-35
4002,55.0,98.0,15.091788922299852,0.0,1.0610133260163334e-47
4003,55.0,99.0,6.626036770597349,0.0,4.592640452288084e-11
4004,56.0,57.0,-0.34451166235665637,0.730504,0.730503871708903
4005,56.0,58.0,-12.953582535323749,0.0,1.3813234658449207e-35
4006,56.0,59.0,0.5009247115892467,0.6165,0.6165000980638713
4007,56.0,60.0,5.149363319797451,0.0,2.9140338929546435e-07
4008,56.0,61.0,5.040646698345319,1e-06,5.108874343445872e-07
4009,56.0,62.0,2.2015890421559408,0.027828,0.027827599273876003
4010,56.0,63.0,6.551296859178405,0.0,7.596908664627853e-11
4011,56.0,64.0,12.928132271982024,0.0,2.656564011576515e-36
4012,56.0,65.0,3.099117125813262,0.001972,0.0019720547320132864
4013,56.0,66.0,11.447877709356748,0.0,3.103153794390617e-29
4014,56.0,67.0,12.273175032129647,0.0,4.470664422738994e-33
4015,56.0,68.0,13.05176759103859,0.0,5.996690504004277e-37
4016,56.0,69.0,0.9649503564514912,0.334721,0.3347213262226312
4017,56.0,70.0,-1.1376970558976491,0.255431,0.25543098734203956
4018,56.0,71.0,-5.309506747599712,0.0,1.2578203126344706e-07
4019,56.0,72.0,-11.196516764596424,0.0,1.8119148521936163e-27
4020,56.0,73.0,-9.750485004123552,0.0,1.1572997793102088e-21
4021,56.0,74.0,3.6383001158705266,0.000282,0.0002822182535175512
4022,56.0,75.0,-11.853671814966948,0.0,2.2949654394138845e-30
4023,56.0,76.0,-8.42491700163565,0.0,1.0180279846310121e-16
4024,56.0,77.0,-8.74560847538296,0.0,7.696435142841437e-18
4025,56.0,78.0,9.522525596866698,0.0,5.979484602880013e-21
4026,56.0,79.0,10.760876648052594,0.0,4.03202050935511e-26
4027,56.0,80.0,3.162085060062183,0.001593,0.001592938112144526
4028,56.0,81.0,9.465500940567427,0.0,1.0023871984737441e-20
4029,56.0,82.0,5.847627498822979,0.0,5.914532700437687e-09
4030,56.0,83.0,9.750215958976295,0.0,7.060387520139893e-22
4031,56.0,84.0,8.239855269877784,0.0,3.4927854525075447e-16
4032,56.0,85.0,2.3949806209822935,0.016726,0.016726293754115266
4033,56.0,86.0,13.465915504703784,0.0,3.9647659175079e-39
4034,56.0,87.0,13.966438655013949,0.0,6.776681122967897e-42
4035,56.0,88.0,10.247484806073123,0.0,6.367109306205857e-24
4036,56.0,89.0,2.426962699897893,0.015326,0.015325779098220556
4037,56.0,90.0,0.24343347726956235,0.807699,0.8076992480274833
4038,56.0,91.0,10.930221881793354,0.0,7.036146130468127e-27
4039,56.0,92.0,9.709459314819272,0.0,1.0156585814719968e-21
4040,56.0,93.0,-9.383542845893134,0.0,3.8950071294635463e-20
4041,56.0,94.0,6.162594783214557,0.0,8.836629990826151e-10
4042,56.0,95.0,2.4779695468583314,0.013312,0.01331192858455368
4043,56.0,96.0,-10.529902026296694,0.0,1.1922705491717633e-24
4044,56.0,97.0,11.228053939401244,0.0,3.2801467387249136e-28
4045,56.0,98.0,13.765049245241519,0.0,9.32033769686407e-41
4046,56.0,99.0,4.933308893068612,1e-06,8.833471545861069e-07
4047,57.0,58.0,-12.9507386264042,0.0,1.898280739203632e-35
4048,57.0,59.0,0.8296136016742538,0.406897,0.4068966316588303
4049,57.0,60.0,5.68486220426506,0.0,1.527442557295859e-08
4050,57.0,61.0,5.50224865694367,0.0,4.289996995111422e-08
4051,57.0,62.0,2.6360591036376957,0.008461,0.008460800353828787
4052,57.0,63.0,7.2055336982625064,0.0,8.529463680617136e-13
4053,57.0,64.0,13.971003488333178,0.0,5.726928802291054e-42
4054,57.0,65.0,3.4622566918107682,0.000549,0.0005488387367200826
4055,57.0,66.0,12.332389654583599,0.0,1.4589753173763216e-33
4056,57.0,67.0,13.264285343716486,0.0,3.1358227176182986e-38
4057,57.0,68.0,14.090878498354865,0.0,1.2225176309127574e-42
4058,57.0,69.0,1.2215386374399315,0.222076,0.22207556246321256
4059,57.0,70.0,-0.8967476376944842,0.370004,0.370004213683208
4060,57.0,71.0,-5.154796032907994,0.0,2.874445693822724e-07
4061,57.0,72.0,-11.163384711284072,0.0,2.537778462273312e-27
4062,57.0,73.0,-9.664132589181408,0.0,2.6464272716423797e-21
4063,57.0,74.0,4.072208573717029,4.9e-05,4.857943673799934e-05
4064,57.0,75.0,-11.806371375585304,0.0,3.822195944305207e-30
4065,57.0,76.0,-8.324794978449642,0.0,2.341768965181563e-16
4066,57.0,77.0,-8.653584883586396,0.0,1.6910083575515043e-17
4067,57.0,78.0,10.333811579963045,0.0,2.4880518896627983e-24
4068,57.0,79.0,11.628628263566219,0.0,3.8002334852387546e-30
4069,57.0,80.0,3.563965115316656,0.000375,0.0003749668874474496
4070,57.0,81.0,10.275025972195383,0.0,4.4121664659071114e-24
4071,57.0,82.0,6.372271458725547,0.0,2.3520584595820013e-10
4072,57.0,83.0,10.537035797340913,0.0,3.214768232350488e-25
4073,57.0,84.0,8.97739597848822,0.0,6.957502646125546e-19
4074,57.0,85.0,2.7536937652272835,0.005955,0.005954627014850068
4075,57.0,86.0,14.510214692184352,0.0,5.3040499587023597e-45
4076,57.0,87.0,14.98489923676655,0.0,8.504389518585819e-48
4077,57.0,88.0,11.073056820214228,0.0,1.3736222168265834e-27
4078,57.0,89.0,2.793608382837734,0.005269,0.005269365839699451
4079,57.0,90.0,0.5184373745817282,0.604223,0.6042229488600108
4080,57.0,91.0,11.794804345835157,0.0,6.068348662582571e-31
4081,57.0,92.0,10.481237486647228,0.0,5.5379958807808895e-25
4082,57.0,93.0,-9.319110457079812,0.0,6.923910615240055e-20
4083,57.0,94.0,6.636508408372266,0.0,4.260537834814498e-11
4084,57.0,95.0,2.812910729524157,0.004969,0.0049686304860792905
4085,57.0,96.0,-10.486544491666892,0.0,1.8181655282652314e-24
4086,57.0,97.0,12.11308438986753,0.0,1.8139473696121034e-32
4087,57.0,98.0,14.800777665125675,0.0,1.0920473123387474e-46
4088,57.0,99.0,5.399276324393868,0.0,7.57814900301476e-08
4089,58.0,59.0,12.687299920566927,0.0,1.670861132674779e-34
4090,58.0,60.0,17.005669949787624,0.0,5.203866362701148e-57
4091,58.0,61.0,16.308231341397274,0.0,6.03425316710503e-54
4092,58.0,62.0,14.819371342742052,0.0,6.511248267673826e-45
4093,58.0,63.0,18.46612357445624,0.0,1.8838165660313234e-64
